cp,negocios_estimados,area_km2,densidad_negocios_km2,sector_principal,lat,lon
78780,3200,0.202,15829.4,Salud y educación,23.64076662523084,-100.6534549015441
78783,3200,0.399,8022.6,Servicios,23.644877392412816,-100.65754473633707
78424,697,40.357,17.3,Comercio,22.068265595202615,-100.79776510638533
78785,3200,0.248,12877.3,Alimentos y bebidas,23.64500459031543,-100.65241771701406
78770,3200,1.165,2745.9,Servicios,23.642325734298325,-100.63062587910805
78788,3200,0.073,44117.7,Servicios,23.649303140006538,-100.66109594232259
78789,3200,0.371,8620.4,Salud y educación,23.64959863651409,-100.65359377540096
78423,462,43.671,10.6,Alimentos y bebidas,22.119239845772462,-100.79659456342532
78797,3200,0.11,29125.9,Servicios,23.63730153535226,-100.64002327356528
78799,3200,0.022,148379.8,Industria manufacturera,23.6369133152923,-100.64793533952952
79530,189,171.73,1.1,Comercio,21.889918109147736,-100.99309434414234
78792,3200,0.296,10809.7,Servicios,23.62565010531385,-100.64440048028275
79533,700,21.121,33.1,Servicios,21.838234724136647,-100.9603687572652
79357,277,87.986,3.1,Comercio,22.71306450127671,-99.89994054225497
78944,3200,0.305,10482.4,Salud y educación,22.640143378231777,-100.83962452337995
78957,290,85.217,3.4,Salud y educación,22.597559077991882,-100.8794230021533
79142,3200,0.296,10799.6,Comercio,22.20923461224045,-98.38481103264792
79717,3200,0.365,8772.8,Servicios,21.919508313502202,-99.39350830611053
79714,3200,0.099,32339.7,Servicios,21.918266882657193,-99.38892547133374
79524,709,10.248,69.2,Industria manufacturera,21.883019436565196,-100.87071606465072
79520,992,23.137,42.9,Comercio,21.89593222844213,-100.90047322585093
79532,733,17.976,40.8,Comercio,21.86315938038787,-100.93378874814735
79560,772,23.359,33.0,Alimentos y bebidas,21.803096431958302,-100.73487441526635
79567,638,51.989,12.3,Industria manufacturera,21.789151342484683,-100.67711273437132
78925,3200,1.093,2929.0,Industria manufacturera,22.92454662978541,-101.08874532710897
78920,3200,0.716,4470.6,Servicios,22.930575638744205,-101.08961498095644
78924,1654,2.415,685.0,Comercio,22.927620642991002,-101.06905228445737
78933,177,147.049,1.2,Alimentos y bebidas,22.986901964099133,-101.16176855524733
78926,1537,2.09,735.4,Servicios,22.92878294328563,-101.10360129895292
78934,243,139.697,1.7,Alimentos y bebidas,22.968733150437977,-101.02956543076444
78923,3200,1.278,2503.4,Servicios,22.938028764692746,-101.08831565196164
78927,1452,2.773,523.7,Comercio,22.941387502336386,-101.10080903530876
78460,698,52.96,13.2,Industria manufacturera,22.401031423735716,-101.06556310449393
78466,432,65.181,6.6,Alimentos y bebidas,22.33532574637719,-101.12525408092665
78464,464,89.58,5.2,Comercio,22.308009317806235,-101.05316229916595
78476,463,108.109,4.3,Industria manufacturera,22.192588893107956,-101.20575745979156
78486,3200,0.301,10648.8,Industria manufacturera,22.269751814197605,-101.1247576698252
78473,317,81.791,3.9,Alimentos y bebidas,22.281178582787305,-101.18865063560445
78467,784,32.502,24.1,Industria manufacturera,22.353590431019384,-101.17489438196108
78936,142,246.228,0.6,Salud y educación,22.85710033466434,-100.95551020645348
79344,200,223.768,0.9,Salud y educación,22.42514679616864,-99.78043751091039
79693,227,74.232,3.1,Comercio,21.59972939312043,-99.78290541186293
79697,178,151.778,1.2,Comercio,21.58587778092841,-100.02156376060806
79646,155,287.613,0.5,Industria manufacturera,21.694372748037175,-100.10784947092182
79298,295,93.494,3.2,Salud y educación,22.26614148501959,-98.49377997483207
79293,488,89.35,5.5,Alimentos y bebidas,22.214361452638645,-98.44173367957234
79296,305,71.967,4.2,Industria manufacturera,22.174278219287167,-98.40997480259995
78508,201,274.94,0.7,Comercio,23.89718102312822,-100.87805264267233
78894,132,371.201,0.4,Servicios,23.080077369687395,-100.16526876727255
78886,201,253.256,0.8,Comercio,22.579387955458916,-100.42806632079856
78887,219,407.652,0.5,Comercio,22.710030854906982,-100.50288326624218
78880,173,424.969,0.4,Industria manufacturera,22.86840883552861,-100.43146331677762
78715,2687,2.679,1003.0,Alimentos y bebidas,23.682971174044333,-100.62824708709003
78215,2131,3.82,557.8,Alimentos y bebidas,22.120225052585642,-101.03146646279342
78435,1693,1.765,959.3,Comercio,22.16606971093958,-100.94268486483196
79710,3200,0.206,15511.9,Servicios,21.924456196945503,-99.39208941740826
79880,3200,0.504,6346.7,Alimentos y bebidas,21.54749935648778,-98.96717204295038
79617,2790,1.81,1541.6,Industria manufacturera,21.9173028077745,-99.9848492138344
79707,341,95.809,3.6,Servicios,21.77347666473728,-99.46841906372201
79708,335,66.278,5.1,Salud y educación,21.745288140166462,-99.34919778678804
79705,474,51.285,9.2,Alimentos y bebidas,21.814287105543762,-99.36259040394815
79706,490,66.752,7.3,Comercio,21.76860412302697,-99.41236668070384
79704,299,47.11,6.3,Comercio,21.87766324541931,-99.38217326708141
79729,449,52.3,8.6,Servicios,22.13194321455554,-99.48437920731469
79730,3200,0.214,14960.6,Servicios,21.960933644328595,-99.29597386864833
79623,3200,0.103,30992.4,Industria manufacturera,21.915851050097288,-100.00091042459462
79728,432,90.263,4.8,Alimentos y bebidas,22.16211154817061,-99.4291439700625
79712,3200,0.524,6110.0,Comercio,21.923044270558833,-99.39792555992447
79882,1008,10.538,95.7,Servicios,21.562307363229017,-98.98042710488656
79208,3200,0.316,10120.1,Servicios,22.013657904721676,-98.79473498080611
79702,676,17.585,38.4,Comercio,21.93032111268556,-99.41684427615498
79727,198,106.628,1.9,Comercio,22.043749972920423,-99.4320588615269
79150,3200,0.453,7060.4,Servicios,22.215656816489172,-98.38443810549741
79203,3200,0.737,4341.6,Alimentos y bebidas,22.003664279963875,-98.75963070002166
79152,3200,0.732,4371.6,Comercio,22.22321664694894,-98.3837666018594
79120,3200,1.196,2676.0,Comercio,22.221560070358663,-98.37533798783828
78432,3200,0.035,91830.5,Servicios,22.1634316240254,-100.95794031560537
78622,1974,4.048,487.7,Servicios,22.635942742858226,-101.70345027757939
78606,241,124.933,1.9,Comercio,22.635589336983454,-101.63572778199567
78444,738,44.852,16.5,Servicios,22.202472899429015,-100.74528763147764
78443,1481,12.992,114.0,Comercio,22.244927010108917,-100.74382778678
79345,2024,2.865,706.3,Comercio,22.481758175130086,-99.8491567154525
78440,1993,3.843,518.6,Alimentos y bebidas,22.215802500605665,-100.79661039947484
78445,1099,14.682,74.9,Servicios,22.18738767498525,-100.78549018960172
79444,3200,1.257,2546.4,Alimentos y bebidas,22.42638063599577,-100.2780836239442
79407,457,49.878,9.2,Alimentos y bebidas,22.424117242239294,-100.21280171855506
79733,3200,2.184,1465.1,Alimentos y bebidas,21.962776563693915,-99.29982246288284
78474,279,108.133,2.6,Servicios,22.269367312836845,-101.29270894699295
78475,413,76.225,5.4,Comercio,22.193911472030578,-101.29545985968635
79000,3200,0.92,3479.5,Comercio,21.9858074644812,-99.01507893333847
79010,2712,2.231,1215.7,Alimentos y bebidas,22.016271284332362,-99.02983000188834
79019,2743,1.414,1939.8,Salud y educación,22.01564257177373,-99.03946269067963
79023,3200,0.76,4208.6,Comercio,22.02203981869403,-99.02312332985638
79033,3200,1.368,2340.0,Servicios,21.99742636129777,-99.03118679570248
79034,3200,1.15,2782.7,Comercio,22.00197908320947,-99.04074180485306
79035,3200,2.601,1230.3,Alimentos y bebidas,22.00432772305041,-99.05064546733895
78697,223,112.529,2.0,Servicios,22.779037540205064,-101.9386961418119
78685,271,145.83,1.9,Comercio,22.878386051335614,-101.99649866804317
78690,1339,3.696,362.3,Comercio,22.829390704414894,-101.909705546911
79036,3200,0.77,4156.6,Servicios,22.01607951200483,-99.04933385154767
79040,3200,1.15,2781.7,Servicios,21.99495645242433,-99.01973629343837
79043,3200,0.763,4192.4,Servicios,21.990321323735536,-99.02372386607279
79050,1758,2.408,730.1,Salud y educación,21.98831949955447,-99.00420027901224
79058,3200,0.152,21077.8,Comercio,21.997459969886044,-99.00847932384923
79059,3200,0.271,11790.8,Alimentos y bebidas,21.99644811947219,-99.00246152068162
79068,2670,2.408,1108.6,Industria manufacturera,21.998338128032355,-98.9935866247991
79063,3200,0.808,3959.1,Alimentos y bebidas,21.98449953369543,-98.99390413496893
79064,3200,0.717,4460.4,Industria manufacturera,21.980705449895215,-98.9884488158834
79070,3200,1.832,1746.9,Servicios,21.980966111151215,-99.02356440173915
79080,3200,1.651,1938.3,Industria manufacturera,21.974126905888603,-99.01150366371748
79082,3200,1.214,2635.0,Comercio,21.969787619557877,-99.00437007138473
79083,3200,0.031,103798.9,Salud y educación,21.979021329171292,-99.00761315127895
78494,279,213.309,1.3,Alimentos y bebidas,21.883638809622163,-101.275772732274
78436,1815,5.231,346.9,Industria manufacturera,22.159153340970278,-100.93627130391215
78497,371,94.969,3.9,Comercio,21.85929266596986,-101.42330607579511
78493,323,131.244,2.5,Servicios,21.99777507736708,-101.34488092369794
79677,1065,20.205,52.7,Comercio,21.944920754399785,-100.07164387255996
79663,1157,13.916,83.1,Comercio,21.911108116195376,-100.04769065448814
79346,237,356.279,0.7,Comercio,22.534169011174757,-99.91475588292592
79660,1121,3.623,309.4,Comercio,21.929393434737918,-100.03036224253336
79626,1761,2.332,755.1,Industria manufacturera,21.92663008043784,-100.00669579776529
79614,3200,0.456,7024.5,Alimentos y bebidas,21.926308402044615,-99.98101260014614
79084,3200,0.578,5534.9,Alimentos y bebidas,21.97618874051448,-98.99957806866186
79085,3200,1.455,2199.5,Comercio,21.966189821625075,-99.02029976947897
79090,3200,0.48,6666.0,Comercio,21.959955531633256,-99.00075564325753
79092,1992,2.787,714.6,Industria manufacturera,21.969541791462554,-98.97455987884969
79093,3200,1.155,2769.9,Comercio,21.948795970725225,-98.98626181224783
79094,3200,0.435,7352.4,Salud y educación,21.973933715803867,-98.98660948336425
78746,3200,0.435,7362.7,Servicios,23.666799803140474,-100.6307492495498
78716,3200,0.043,73625.3,Industria manufacturera,23.66576334942397,-100.63690256813024
79095,2607,3.004,868.0,Industria manufacturera,21.960487497434602,-98.99064914766936
79097,3200,0.157,20395.5,Comercio,21.96995661602015,-98.99831731538163
78760,3200,0.434,7380.7,Servicios,23.653028956397293,-100.63640838808558
79098,3200,0.88,3637.0,Salud y educación,21.972402478296875,-98.99335759598081
79230,319,73.533,4.3,Comercio,22.143926570669027,-99.24717675766232
79233,272,80.154,3.4,Industria manufacturera,22.16337305624937,-99.17871643755059
79234,310,80.857,3.8,Comercio,22.247701914293444,-99.18234433662538
79235,449,109.357,4.1,Alimentos y bebidas,22.255076103479542,-99.26939298733402
79236,255,104.797,2.4,Comercio,22.353026162347085,-99.1759232604117
79237,362,114.167,3.2,Servicios,22.352832212108463,-99.09054953488685
79240,3200,1.956,1635.7,Alimentos y bebidas,21.97418496209717,-99.25749131248232
79245,579,70.697,8.2,Alimentos y bebidas,22.117553240982822,-99.10435257019994
79246,370,55.401,6.7,Comercio,22.070294700831816,-99.085506773797
79250,620,45.469,13.6,Comercio,21.976304709840548,-99.08231162334569
79253,458,50.819,9.0,Comercio,21.936669841496585,-99.02689665009257
79254,471,51.497,9.1,Comercio,21.89563970967935,-99.06372574482155
79255,626,33.955,18.4,Salud y educación,21.833262053939826,-99.09211099819335
79256,608,45.833,13.3,Comercio,21.888211343420803,-99.12169978307803
79257,674,33.654,20.0,Servicios,21.951506167340213,-99.13640799664853
79260,303,71.299,4.2,Industria manufacturera,21.877089686947834,-98.9844474197831
79263,569,39.985,14.2,Industria manufacturera,21.867911255260925,-98.90516871447979
79264,261,57.011,4.6,Servicios,21.820612742034086,-98.87306016905886
79265,504,66.598,7.6,Comercio,21.795519604991863,-98.93852870665481
79266,807,30.422,26.5,Comercio,21.81082101994178,-98.99326174834158
79267,705,27.972,25.2,Salud y educación,21.82966577183784,-99.04645117092669
79270,379,67.132,5.6,Salud y educación,21.938487812093417,-98.93206539727196
79274,579,64.172,9.0,Servicios,22.077941968342177,-98.9325407267365
79275,287,71.23,4.0,Salud y educación,22.138432283494694,-98.9327417226855
79276,342,68.064,5.0,Industria manufacturera,22.120440455796185,-99.00933655807123
79280,519,81.31,6.4,Comercio,22.187479399113638,-99.09260258676278
79283,340,109.322,3.1,Servicios,22.2668005311822,-99.0762983025081
79284,588,50.655,11.6,Salud y educación,22.19580866120349,-99.01962196896753
79285,464,100.326,4.6,Comercio,22.221735085017528,-98.94687256895546
79286,494,86.189,5.7,Comercio,22.29629887617583,-98.95834899976202
79287,446,108.663,4.1,Salud y educación,22.366271946613594,-98.98959882745145
79244,362,71.408,5.1,Servicios,22.060973355864178,-99.17811018117665
79243,499,90.336,5.5,Salud y educación,22.02095915324079,-99.24077427237732
79247,652,54.882,11.9,Alimentos y bebidas,22.018805918746967,-99.1065942306564
79273,195,84.101,2.3,Servicios,22.013630304103383,-98.93251775875447
79713,1875,1.849,1014.3,Salud y educación,21.931815916958204,-99.38928520360798
79703,984,9.225,106.7,Salud y educación,21.95410269014463,-99.39494840620725
78836,638,33.143,19.2,Servicios,23.688504593585428,-100.77608155256239
78830,803,38.196,21.0,Alimentos y bebidas,23.690328727170932,-100.70636294948842
78837,567,36.068,15.7,Comercio,23.64474249739741,-100.74417204537478
78835,363,37.068,9.8,Comercio,23.637302102066734,-100.80410596185719
78154,3200,0.194,16456.6,Comercio,22.16261792102275,-101.01899346295538
78470,253,86.494,2.9,Industria manufacturera,22.21131630471233,-101.10162948689161
78717,3200,0.518,6183.2,Servicios,23.66947523494491,-100.64067890081591
78712,3200,0.315,10143.8,Comercio,23.677516960383603,-100.6347702270224
78802,1071,20.385,52.5,Alimentos y bebidas,23.712989930982992,-100.6259648385253
78722,3200,0.276,11582.1,Servicios,23.664949302320686,-100.6478327416962
78724,3200,0.454,7054.6,Industria manufacturera,23.669813155799996,-100.64970482966362
78908,331,52.93,6.3,Comercio,22.605049741196908,-101.08002785025475
78803,396,52.329,7.6,Comercio,23.67223260507306,-100.57771699145356
78740,1411,4.539,310.8,Comercio,23.651506061000156,-100.61669315111521
78745,3200,1.541,2077.2,Salud y educación,23.65941141283673,-100.62895093453696
78950,297,84.523,3.5,Industria manufacturera,22.69544314096284,-100.88324132777609
79028,954,4.744,201.1,Industria manufacturera,22.01726116538562,-98.9874988805184
78143,2627,3.189,823.7,Comercio,22.187606787433324,-100.96745407889686
78947,3200,0.131,24414.4,Comercio,22.650079991725345,-100.8526895023016
78955,339,81.623,4.2,Servicios,22.681432235020537,-100.78815519090358
79060,3200,1.596,2005.4,Industria manufacturera,21.981274160465915,-98.97597446054162
79030,3192,1.148,2780.2,Comercio,22.01283186125728,-99.05866653164622
79656,3200,2.012,1590.8,Comercio,21.939447814682705,-100.02659308895927
78812,570,45.582,12.5,Comercio,23.622207298556752,-100.67814729556336
78940,1383,3.454,400.4,Comercio,22.638918249225608,-100.84732922099292
79657,3200,1.239,2582.6,Servicios,21.947775565070494,-100.02636849793521
79655,3200,0.588,5439.6,Servicios,21.94188433535039,-100.01928771601315
79596,387,72.579,5.3,Servicios,21.722228247645404,-100.52672790096649
79595,605,44.165,13.7,Comercio,21.705391950331908,-100.60925430896197
79594,598,20.98,28.5,Alimentos y bebidas,21.638819239605684,-100.5823822205148
79592,554,69.185,8.0,Comercio,21.683672472562268,-100.49130363502196
79593,462,50.366,9.2,Industria manufacturera,21.63857604947073,-100.51262230995437
79511,334,39.265,8.5,Servicios,21.890367439173065,-101.108734651623
78465,246,65.13,3.8,Servicios,22.249336668571743,-101.04483209340292
78415,870,17.675,49.2,Servicios,22.268784659611608,-100.92567396117408
79933,341,45.946,7.4,Comercio,21.47211600495122,-98.84033712022756
79930,2210,3.327,664.3,Comercio,21.439761070367258,-98.87163220346744
78117,1005,7.395,135.9,Servicios,22.210997284602353,-101.00657967314031
79811,311,46.181,6.7,Servicios,21.708846504620634,-98.93463360282644
78100,1654,8.7,190.1,Servicios,22.203387467919743,-100.97249496448501
79846,897,16.952,52.9,Servicios,21.604639012703334,-98.7029610515143
79936,288,48.208,6.0,Servicios,21.37890322967362,-98.84732884376325
79946,746,36.943,20.2,Industria manufacturera,21.422511607586333,-98.7919192614551
79934,667,23.447,28.4,Alimentos y bebidas,21.42136220937679,-98.85269806531858
79960,1508,9.434,159.8,Servicios,21.256445956568758,-98.7734941926654
79841,572,13.365,42.8,Comercio,21.648125640151914,-98.64055211221965
79847,381,29.597,12.9,Salud y educación,21.6388527682868,-98.6926260689578
79843,1459,12.836,113.7,Comercio,21.609704879539848,-98.63576628925732
79840,1935,7.671,252.2,Comercio,21.606285571148394,-98.66572297570113
79822,309,97.179,3.2,Alimentos y bebidas,21.747956618506482,-98.6558965546321
79823,522,66.838,7.8,Salud y educación,21.75085786237863,-98.53985585617124
79820,1772,6.083,291.3,Servicios,21.719020911510423,-98.58231875500779
78624,3200,0.817,3918.7,Servicios,22.623072741086922,-101.70863700306842
79957,827,33.237,24.9,Salud y educación,21.337876382094077,-98.70281416139018
79953,454,45.436,10.0,Industria manufacturera,21.390906542539497,-98.63345508208943
79950,1470,8.752,168.0,Servicios,21.362436698007443,-98.65877296183267
78625,1872,5.568,336.2,Comercio,22.61765932777319,-101.72053001422246
79277,428,32.672,13.1,Servicios,22.045993248188722,-99.02103785745877
79025,3200,0.034,92896.6,Industria manufacturera,22.006640700590253,-99.00453786092307
79027,2996,1.058,2831.8,Comercio,22.019895583512728,-98.9987541931202
79020,774,7.195,107.6,Comercio,22.011520849887134,-99.0128330127805
78600,339,128.15,2.6,Servicios,22.67401124506319,-101.81463090263432
79383,3200,0.8,3997.9,Alimentos y bebidas,22.001247421109397,-99.6337109242459
79384,2194,1.975,1110.8,Comercio,21.9908380754839,-99.63645885517973
79382,1843,2.887,638.3,Salud y educación,22.010581012787288,-99.64118028921085
79393,598,49.328,12.1,Comercio,22.029930821321056,-99.63188303414886
79387,3200,1.896,1687.4,Servicios,22.010607729184212,-99.65168305023192
79397,545,61.679,8.8,Alimentos y bebidas,21.99835364747854,-99.72430138425472
79385,914,5.197,175.9,Comercio,21.989574663676848,-99.6602248196978
79386,972,6.004,161.9,Comercio,22.006090072663532,-99.66739235583792
78620,3200,0.53,6040.2,Industria manufacturera,22.62886734621968,-101.71530658991898
78904,138,178.491,0.8,Industria manufacturera,22.771308648748462,-100.95029601163392
78916,421,54.883,7.7,Comercio,22.70632363980017,-101.13703444398814
78905,308,65.459,4.7,Alimentos y bebidas,22.711197512660668,-101.05123915982435
78902,233,70.941,3.3,Servicios,22.801788377419232,-101.08267451478059
78903,381,52.328,7.3,Alimentos y bebidas,22.774043553988637,-101.15912267482014
78900,1316,11.854,111.0,Comercio,22.749187845000808,-101.08718733060849
78183,2013,4.477,449.6,Industria manufacturera,22.161093118412516,-101.0474707588179
78216,1619,4.026,402.1,Comercio,22.14528530508675,-101.03665212427373
78416,342,44.936,7.6,Industria manufacturera,22.03485092021931,-101.11817425276688
78418,370,47.14,7.8,Comercio,22.095680990928365,-101.08497987981795
78413,310,42.742,7.3,Salud y educación,22.136832413108365,-101.09070813046819
78427,336,173.392,1.9,Salud y educación,22.041767593000827,-101.01518911823543
78295,2331,3.583,650.6,Servicios,22.116115327179536,-101.00951589829398
78380,1561,6.002,260.1,Salud y educación,22.10744762536205,-100.96070899998125
78364,2465,4.989,494.1,Industria manufacturera,22.11044615078445,-100.98177068418246
78390,3200,2.187,1463.1,Comercio,22.1438956869869,-100.93717033513278
79557,263,132.688,2.0,Comercio,21.98853427701471,-100.76165813564387
79547,396,58.306,6.8,Alimentos y bebidas,22.13037273216698,-100.72516647193567
